Brand,Name,EWG,Category,Cancer,Allergies,Toxicity,Restriction,Label,Certification
Kaleidoscope,Kaleidoscope X Dabrat Yo Fav Wrapper Mousse,04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER, COCAMIDOPROPYL BETAINE, POLYQUATERNIUM-55, VP/DIMETHYLAMINOETHYLMETHACRYLATE COPOLYMER, GLYCERIN, PEG-12 DIMETHICONE, POLYSORBATE 20, COCONUT OIL, ZINGIBER OFFICINALE (GINGER) ROOT EXTRACT, LEPTOSPERMUM SCOPARIUM BRANCH/LEAF OIL, AVENA SATIVA (OAT) KERNEL EXTRACT, PEG-60 HYDROGENATED CASTOR OIL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, FRAGRANCE, SODIUM BENZOATE, POTASSIUM SORBATE, PHENOXYETHANOL, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN","Product's animal testing policies,PETA: Companies That Do Test on Animals"
amika,Amika Plus Size Perfect Body Mousse,04,Styling Mousse/Foam,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
water/eau/aqua, butane, propylene glycol, propane, amp-acrylates/allyl methacrylate copolymer, hippophae rhamnoides (sea buckthorn/argousier) fruit/seed oil, peg-40 hydrogenated castor oil, vp/acrylates/lauryl methacrylate copolymer, polysorbate 20, laureth-4, peg-8 dimethicone, aminomethyl propanol, ceteth-10, hydroxypropyl starch phosphate, phenoxyethanol, fragrance/parfum, benzyl benzoate, hydroxycitronellal, limonene, citronellol, coumarin","Product's animal testing policies,Unknown"
The Doux,The Doux Mousse Def Texture Foam,04,Styling Mousse/Foam,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
Water, Polyquaternium-55, Cocamidopropyl Hydroxysultaine, Aloe Barbadensis Leaf, PVP, Tocopheryl Acetate, Citric Acid, Silk Amino Acids, Polysorbate 20, Ethylhexylglycerin, Oleth-20, Glycereth-2 Cocoate, Isostearamidopropyl Morpholine Lactate, Phenoxyethanol, Benzoic Acid, Disodium EDTA, Fragrance","Product's animal testing policies,Unknown"
Ion,Ion Volumizing Shine Enhancing Mousse,04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER ,BUTANE ,PROPANE ,POLYQUATERNIUM-4 ,FRAGRANCE ,CETETH-10 ,GLYCERIN ,PHENOXYETHANOL ,POLYQUATERNIUM-10 ,ACRYLATES COPOLYMER ,PEG/PPG-18/18 DIMETHICONE ,CAPRYLYL GLYCOL ,PEG-12 DIMETHICONE ,LAURETH-4 ,PEG-5 CASTOR OIL ,POTASSIUM SORBATE ,AMINOMETHYL PROPANOL ,HEXYLENE GLYCOL ,HYDROLYZED QUINOA ,HYDROLYZED SILK ,BUTYLENE GLYCOL ,HYDROLYZED KERATIN ,SODIUM LAURETH SULFATE ,SODIUM BENZOATE ,HYDROXYCITRONELLOL ,LINALOOL ,BENZYL ALCOHOL","Product's animal testing policies,Unknown"
Hask,"Hask, Curl Care, Enhancing Mousse, Coconut Oil, Argan Oil, Vitamin E",04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
AQUA/WATER/EAU, ISOBUTANE, PROPANE, PVP, COCOS NUCIFERA (COCONUT) OIL, ARGANIA SPINOSA (ARGAN) KERNEL OIL, TOCOPHEROL (VITAMIN E), POLYQUATERNIUM-10*, POLYQUATERNIUM-68*, MALTODEXTRIN/VP COPOLYMER, POLYSORBATE 20, HYDROXYPROPYL METHYLCELLULOSE, AMINOMETHYL PROPANOL, ETHYLHEXYLGLYCERIN, LAURETH-4, PHENOXYETHANOL, SODIUM CHLORIDE, CITRIC ACID, SODIUM ACETATE, PARFUM/FRAGRANCE, ALPHA ISOMETHYL IONONE, COUMARIN, GERANIOL, HEXYL CINNAMAL, LIMONENE, LINALOOL","Product's animal testing policies,Unknown"
Keune,Keune SO PURE AIR FOAM STRONG,04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
Aqua (Water), Alcohol Denat., VP/VA Copolymer, Polyquaternium-11, Caprylyl Glycol, Inulin, Phenoxyethanol, Cetrimonium Chloride, Polyquaternium-4, PEG-40 Hydrogenated Castor Oil, Citrus Aurantium Dulcis (Orange Fruit) Extract, Ceteareth-30, Hydrolyzed Soy Protein, Hydrolyzed Corn Protein, Hydrolyzed Wheat Protein, Ethylhexylglycerin, Argania Spinosa (Kernel) Oil, Citric Acid, Salvia Sclarea (Clary) Oil, Mentha Piperita (Peppermint) Oil, Amyris Balsamifera (Bark) Oil, Citrus Aurantium Bergamia (Bergamot Fruit) Oil, Cymbopogon Martini Oil, Citrus Aurantium Dulcis (Orange) Oil, Geraniol, Limonene, Linalool","Product's animal testing policies,Unknown"
Vigorol,Vigorol Mousse Curls Super Hold Enriched With Argan Oil,04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER, BUTANE, PROPANE, BENZYL ALCOHOL, ZEA MAYS (CORN) STARCH, POLYQUATERNIUM-4, FRAGRANCE, SODIUM COCOYL ISETHIONATE, BENZOIC ACID, ISOSTEARETH-20, PEG/PPG-18/18 DIMETHICONE, SORBIC ACID, POLYQUATERNIUM-10, ARGANIA SPINOSA KERNEL OIL, SODIUM HYDROXIDE.","Product's animal testing policies,Unknown"
AG,AG Care CLOUD AIR LIGHT VOLUMIZING MOUSSE,04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
Aqua (Water/Eau), Hydroxypropyltrimonium Hydrolyzed Corn Starch, Cocamidopropyl Betaine, Pvp, Decyl Glucoside, Glycerin, Gluconolactone, Polysorbate 20, Lactic Acid, Polyquaternium-70, Tetrasodium Glutamate Diacetate, Citrus Aurantium Dulcis (Orange) Peel Oil, Sodium Benzoate, Polyglyceryl-10 Caprylate/Caprate, Citrus Reticulata (Tangerine) Peel Oil, Dipropylene Glycol, Limonene, Coco-Glucoside, Glyceryl Oleate, Citric Acid, Citrus Limon (Lemon) Peel Extract, Malic Acid, Saccharum Officinarum (Sugarcane) Extract, Calcium Gluconate, Arnica Montana Flower Extract, Linum Usitatissimum (Linseed) Seed Extract, Olea Europaea (Olive) Leaf Extract, Panicum Miliaceum (Millet) Seed Extract, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tilia Tomentosa Bud Extract, Sodium Hydroxide, Linalool","Product's animal testing policies,Unknown"
Shea Moisture,"Shea Moisture Weave and Wig Flyaway & Wrap Mousse, Tea Tree & Borage Seed Oil",04,Styling Mousse/Foam,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
WATER, SODIUM POLYITACONATE, SORBITAN OLEATE DECYLGLUCOSIDE CROSSPOLYMER, SODIUM CHLORIDE, BUTYROSPERMUM PARKII (SHEA) BUTTER*+, BORAGO OFFICINALIS (BORAGE) SEED OIL, MELALEUCA ALTERNIFOLIA (TEA TREE) LEAF OIL, ALOE BARBADENSIS LEAF JUICE, CALCIUM GLUCONATE, GLUCONOLACTONE, SODIUM BENZOATE, POTASSIUM SORBATE, FRAGRANCE","Product's animal testing policies,PETA Cruelty-free Companies"
Maui Moisture,Maui Moisture Flexible Hold + Coconut Milk Curl Foam Mousse,04,Styling Mousse/Foam,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
Aloe Barbadensis Leaf Juice, Water (Aqua), Decyl Glucoside, VP/VA Copolymer, Phenoxyethanol, Cocos Nucifera (Coconut) Water, Cocos Nucifera (Coconut) Fruit Extract, Psidium Guajava Fruit Extract, Mangifera Indica (Mango) Seed Butter, Polysorbate 20, Sodium Lauroyl Lactylate, Polyquaternium-69, Alcohol Denat., Glycerin, Disodium EDTA, Fragrance (Parfum)","Product's animal testing policies,Unknown"
Pantene,"Pantene Pro v Maximum Hold Mousse, 6.6 Oz",04,Styling Mousse/Foam,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
WATER, ISOBUTANE, PROPANE, POLYQUATERNIUM-4, PROPYLENE GLYCOL, C9-11 PARETH-8, FRAGRANCE, DMDM HYDANTOIN, DISODIUM EDTA, PANTHENYL ETHYL ETHER, PANTHENOL, HISTIDINE, CITRIC ACID","Product's animal testing policies,PETA Cruelty-free Companies"
Shea Moisture,"Shea Moisture Smooth & Hold Multi Styling Mousse, Manuka Honey & Yogurt",04,Styling Mousse/Foam,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER (EAU), PEG-40 HYDROGENATED CASTOR OIL, BUTYROSPERMUM PARKII (SHEA) BUTTER*~, HONEY (MIEL), YOGURT EXTRACT, ADANSONIA DIGITATA (BAOBAB) SEED OIL, TRICHILIA EMETICA (MAFURA) SEED BUTTER, GLYCERIN (VEGETABLE), POLYQUATERNIUM-11, VP/VA COPOLYMER, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, COCAMIDOPROPYL BETAINE, CITRIC ACID, POTASSIUM SORBATE, PHENOXYETHANOL, FRAGRANCE","Product's animal testing policies,PETA Cruelty-free Companies"
St. Tropez,St. Tropez Self Tan Luxe Whipped Creme Mousse,04,Styling Mousse/Foam,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
Aqua (water/ eau), dihydroxyacetone, caprylic/capric triglyceride, c12-15 alkyl benzoate, caramel, glycerin, acetamidoethoxyethanol, butane, peg-12 dimethicone, cetearyl alcohol, erythrulose, glyceryl stearate se, peg-40 hydrogenated castor oil, steareth-21, isobutane, propane, niacinamide, sodium hyaluronate, echinacea purpurea extract, tocopheryl acetate, dimethyl isosorbide, ceteareth-25, parfum (fragrance)","Product's animal testing policies,Unknown"
