Brand,Name,EWG,Category,Cancer,Allergies,Toxicity,Restriction,Label,Certification
amika,Amika The Wizard Detangling Primer,04,Detangler,LOW,HIGH,LOW,LOW,"Ingredients from packaging:
cyclopentasiloxane, hippophae rhamnoides (sea buckthorn/argousier) fruit/seed oil, persea gratissima (avocado/avocat) oil, tocopheryl acetate, fragrance/parfum, benzyl benzoate, hydroxycitronellal, limonene, citronellol, coumarin, geraniol","Product's animal testing policies,Unknown"
Shea Moisture,"Shea Moisture Baby, Detangler Curls & Coils, Raw Shea Chamomile & Argan Oil",04,Detangler,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER, GLYCERIN (VEGETABLE), CETEARYL ALCOHOL, BUTYROSPERMUM PARKII (SHEA) BUTTER*~, ARGANIA SPINOSA (ARGAN) KERNEL OIL, CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT, COCOS NUCIFERA (COCONUT) OIL, CANOLA OIL, CAPRYLIC/CAPRIC TRIGLYCERIDE, BEHENTRIMONIUM CHLORIDE, STEARAMIDOPROPYL DIMETHYLAMINE, POLYQUATERNIUM-10, CITRIC ACID, CAPRYLYL GLYCOL, PHENOXYETHANOL, FRAGRANCE","Product's animal testing policies,PETA Cruelty-free Companies"
,"Madam C. J. Walker MCJW Detangling Leave-In Conditioner For Curly, Straight and Protective Styles",04,Conditioner,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
Water (Eau), Helianthus Annuus (Sunflower) Seed Oil, Cetearyl Alcohol, Behentrimonium Chloride, Butyrospermum Parkii (Shea) Butter, Stearamidopropyl Dimethylamine, Capryloyl Glycerin/Sebacic Acid Copolymer, Glycerin (Vegetable/Vgtale), Hydrogenated Vegetable Oil, Passiflora Edulis (Passion Fruit) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Adansonia Digitata (Baobab) Seed Oil, Punica Granatum (Pomegranate) Seed Oil, Jojoba Esters, Hydrolyzed Jojoba Esters, Alanine, Proline, Glutamic Acid, Gluconolactone, Polyquaternium-10, Caprylic/Capric Triglyceride, Hydroxypropylgluconamide, Hydroxypropylammonium Gluconate, Diheptyl Succinate, Saccharide Isomerate, Citric Acid, Sodium Chloride, Sodium Citrate, Tartaric Acid, Sodium Acetate, Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol, Triethyl Citrate, Caprylyl Glycol, Benzoic Acid, Fragrance (Parfum)","Product's animal testing policies,Unknown"
,Kim Kimble Easy Peasy Leave in Detangler & Conditioner,04,Conditioner,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
WATER, CAPRYLIC/ CAPRIC TRIGLYCERIDE, AMODIMETHICONE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, ROSA CANINA FLOWER EXTRACT, ALTHAEA OFFICINALIS (MARSHMALLOW) ROOT EXTRACT, COCOS NUCIFERA (COCONUT) OIL, ARGANIA SPINOSA (ARGAN) KERNEL OIL, ASTROCARYUM MURUMURU SEED BUTTER, BUTYROSPERMUM PARKII (SHEA) BUTTER, CITRIC ACID, GLYCERIN, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, FRAGRANCE","Product's animal testing policies,Unknown"
,TRESemme Cleanse & Replenish 3 in 1 Shampoo Conditioner Detangler,04,Conditioner,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER (EAU), SODIUM C12-13 PARETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, GLYCERIN, DIMETHICONOL, FRAGRANCE (PARFUM), CITRIC ACID, SODIUM BENZOATE, GLYCOL DISTEARATE, CARBOMER, SODIUM LAURETH SULFATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, TEA-DODECYLBENZENESULFONATE, COCAMIDE MEA, DISODIUM EDTA, PEG-45M, PPG-9, ASCORBIC ACID, TOCOPHERYL ACETATE, PANTHENOL, CAMELLIA SINENSIS LEAF EXTRACT, NIACINAMIDE, BIOTIN, AMYL CINNAMAL, BENZYL ALCOHOL, LIMONENE, LINALOOL, MICA (CI 77019), TITANIUM DIOXIDE (CI 77891).","Product's animal testing policies,Unknown"
Baby Bum,"Baby Bum Conditioning Detangler, Natural Fragrance",04,Detangler,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
WATER, ALOE BARBADENSIS LEAF JUICE, GLYCERIN, POLYQUATERNIUM-81, GARDENIA TAITENSIS FLOWER EXTRACT, MUSA SAPIENTUM (BANANA) FRUIT EXTRACT, COCOS NUCIFERA (COCONUT) OIL, HEDYCHIUM CORONARIUM (WHITE GINGER) ROOT EXTRACT, GUAR HYDROXYPROPYLTRIMONUM CHLORIDE, FRAGRANCE, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN","Product's animal testing policies,Unknown"
Hair Food,"Hair Food Curl Detangling Spray, Mango & Aloe",04,Detangler,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER/EAU, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, AMODIMETHICONE, ALOE BARBADENSIS LEAF JUICE, MANGIFERA INDICA (MANGO) FRUIT EXTRACT, PERSEA GRATISSIMA (AVOCADO) FRUIT EXTRACT, RUBUS FRUTICOSUS (BLACKBERRY) FRUIT EXTRACT, PEG-40 HYDROGENATED CASTOR OIL, POLYQUATERNIUM-11, ETHYLHEXYLGLYCERIN, FRAGRANCE/PARFUM, TRIDECETH-12, CETRIMONIUM CHLORIDE, PHENOXYETHANOL, BENZYL ALCOHOL, CITRIC ACID.","Product's animal testing policies,Unknown"
African Pride,"African Pride Moisture Miracle Hydrate & Renew Curl Milk & Detangler, Aloe & Coconut Water",04,Detangler,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
WATER (AQUA), GLYCINE SOJA (SOYBEAN) OIL, GLYCERIN, COCOS NUCIFERA (COCONUT) OIL, HYDROGENATED VEGETABLE OIL, COCOS NUCIFERA (COCONUT) LIQUID ENDOSPERM, BUTYROSPERMUM PARKII (SHEA) BUTTER, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, ALOE BARBADENSIS LEAF JUICE, COCOS NUCIFERA (COCONUT) FRUIT JUICE, TOCOPHEROL, ETHYLHEXYLGLYCERIN, STEARETH-2, STEARETH-20, PHENOXYETHANOL, POLYQUATERNIUM-37, TRIDECETH-6, POLYSORBATE 20, PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE, PHENYL TRIMETHICONE, DIMETHICONE, FRAGRANCE, BENZYL BENZOATE, LIMONENE, LINALOOL, BENZYL SALICYLATE.","Product's animal testing policies,Unknown"
Shea Moisture,"Shea Moisture Baby Nighttime Pre Wash Detangler, Manuka Honey & Lavender",04,Detangler,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER (EAU), CETEARYL ALCOHOL, GLYCERIN (VEGETABLE/VEGETALE), BUTYROSPERMUM PARKII (SHEA) BUTTER*, HONEY (MIEL), OLEA EUROPAEA (OLIVE) FRUIT OIL, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, BEHENTRIMONIUM CHLORIDE, CAPRYLIC/CAPRIC TRIGLYCERIDE, POLYQUATERNIUM-10, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, PEG-150 DISTEARATE, CAPRYLYL GLYCOL, PHENOXYETHANOL, FRAGRANCE (PARFUM)","Product's animal testing policies,PETA Cruelty-free Companies"
Druide,Druide Instant Detangling Leave-In Conditioner,04,Detangler,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
Aqua, Passiflora Incarnata (Passion Flower) Extract*, Hibiscus Sabdariffa (Hibiscus) Extract*, Rosmarinus Officinalis (Rosemary) Extract*, Glycerin, Propanediol, Gossypium Herbaceum (Cotton) Extract, Mangifera Indica (Mango) Fruit Extract*, Aloe Barbadensis Leaf Powder*, Pyrus Armeniaca (Apricot) Fruit Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Cocos Nucifera (Coconut) Oil, Citrus Grandis (Grapefruit) Peel Extract, Aniba Rosaeodora (Rosewood) Wood Extract, Citrus Aurantifolia (Lime) Peel Extract, Vanilla Planifolia Fruit Extract, Potassium Sorbate, Beta Vulgaris (Beetroot) Extract, Sodium Benzoate, Citric Acid.","Product's animal testing policies,PETA Cruelty-free Companies"
,Milk_Shake lifestyling amazing,04,Detangler,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
Aqua (Water), Dipropylene Glycol, Polysilicone-29, Silicone Quaternium-18, DMDM Hydantoin, Trideceth-6, Trideceth-12, Pyrus Malus (Apple) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Vaccinium Myrtillus Fruit Extract, Butylene Glycol, Iodopropynyl Butylcarbamate, Phenoxyethanol, Citric Acid, Sodium Benzoate, Potassium Sorbate","Product's animal testing policies,Unknown"
ORS,Ors Olive Oil Wig & Weave Detangler,04,Detangler,LOW,HIGH,MODERATE,LOW,"Ingredients from packaging:
ALCOHOL DENAT., HYDROFLUOROCARBON 152A, ISOPROPYL PALMITATE, POLYQUATERNIUM-73, PPG-14 BUTYL ETHER, OLEA EUROPAEA (OLIVE) FRUIT OIL, RICINUS COMMUNIS (CASTOR) SEED OIL, FRAGRANCE (PARFUM)","Product's animal testing policies,Unknown"
,Savile Combing Cream Keratin Sleek and Straight,05,Detangler,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER (AQUA), CETEARYL ALCOHOL, STEARAMIDOPROPYL DIMETHYLAMINE, DIMETHICONOL, GLYCERIN, FRAGRANCE (PARFUM), LACTIC ACID, SODIUM BENZOATE, PARAFFINUM LIQUIDUM, PETROLATUM, DISODIUM EDTA, ALOE BARBADENSIS LEAF JUICE, HYDROLYZED KERATIN.","Product's animal testing policies,Unknown"
,Johnson's Kids Detangling Spray With Fresh Fruity Scent,05,Detangler,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER, AMODIMETHICONE, GLYCERIN, SODIUM BENZOATE, POLYSORBATE 20, DISTEARYLDIMONIUM CHLORIDE, BEHENTRIMONIUM CHLORIDE, CITRIC ACID, FRAGRANCE, CETRIMONIUM CHLORIDE, TRIDECETH-12","Product's animal testing policies,Unknown"
,Personal Care Spray on Detangler,05,Detangler,LOW,HIGH,LOW,HIGH,"Ingredients from packaging:
WATER, AMODIMETHICONE, GLYCERIN, SODIUM BENZOATE, POLYSORBATE 20, BEHENTRIMONIUM CHLORIDE, CITRIC ACID, FRAGRANCE, TRIDECETH-12, CETRIMONIUM CHLORIDE.","Product's animal testing policies,Unknown"
