Brand,Name,EWG,Category,Cancer,Allergies,Toxicity,Restriction,Label,Certification
Purito,PURITO Fermented Complex 94 Boosting Essence (2018 formulation),01,Facial Moisturizer/Treatment,LOW,MODERATE,LOW,MODERATE,"Ingredients from packaging:
Butylene Glycol, Lactobacillus/Rice Ferment, Camellia Sinensis Leaf Extract, Taraxacum Platycarpum Extract, Morus Alba Bark Extract, Niacinamide, 1,2-Hexanediol, Bifida Ferment Lysate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Allantoin, Viscum Album (Mistletoe) Leaf Extract, Arginine,
Caprylyl Glycol, Nelumbo Nucifera Flower Extract, Portulaca Oleracea, Extract, Sodium Hyaluronate, Adenosine, Perilla Ocymoides Seed Extract, Glycerin, Saccharomyces/Viscum Album (Mistletoe) Ferment Extract, Saccharomyces/Imperata Cylindrica Root Ferment Extract, Lactobacillus/Soybean Ferment Extract, Dipotassium Glycyrrhizate, Disodium EDTA
Warnings from packaging:
For external use only. Avoid contact with eyes. Keep out of reach of children. Discontinue use if irritation or rash occurs.","Product's animal testing policies,Unknown"
Purito,PURITO Centella Green Level Buffet Serum (2018 formulation),03,Facial Moisturizer/Treatment,LOW,HIGH,LOW,MODERATE,"Ingredients from packaging:
Centella Asiatica Extract,Water,Dipropylene Glycol,Niacinamide,Glycerin,Butylene Glycol,1,2-Hexanediol,Glycereth-26,Carbomer,Arginine,Sclerotium Gum,Hydrolyzed Jojoba Esters,Caprylyl Glycol,Panthenol,Polyglyceryl-10 Laurate,Polyglyceryl-10 Myristate,Hydrogenated Lecithin,Hydrolyzed Collagen,Camellia Sinensis Leaf Extract,Alteromonas Ferment Extract,Pancratium Maritimum Extract,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,Dipotassium Glycyrrhizate,Disodium EDTA,Adenosine,Lavandula Angustifolia (Lavender) Oil,Ceramide NP,Sodium Hyaluronate,Asiaticoside,Asiatic Acid,Madecassic Acid,Palmitoyl Hexapeptide-12,Palmitoyl Tripeptide-1,Palmitoyl Tetrapeptide-7,Palmitoyl Dipeptide-10
Warnings from packaging:
For external use only. Avoid contact with eyes. Keep out of reach of children. Discontinue use if irritation or rash occurs.","Product's animal testing policies,Unknown"
